Book-Title,Book-Author,Year-Of-Publication,Book-Rating,Image-URL-L
The Klone and I: A High-Tech Love Story,Danielle Steel,1998,0,http://images.amazon.com/images/P/0385323921.01.LZZZZZZZ.jpg
"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,0,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
Things Fall Apart : A Novel,CHINUA ACHEBE,1994,0,http://images.amazon.com/images/P/0385474547.01.LZZZZZZZ.jpg
The Handmaid's Tale : A Novel,Margaret Atwood,1998,0,http://images.amazon.com/images/P/038549081X.01.LZZZZZZZ.jpg
The Phantom Tollbooth,Norton Juster,1993,8,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg
Dragon Tears,Dean R. Koontz,1993,0,http://images.amazon.com/images/P/0399137734.01.LZZZZZZZ.jpg
At Risk,Alice Hoffman,1989,0,http://images.amazon.com/images/P/0425117383.01.LZZZZZZZ.jpg
Midnight,Dean R. Koontz,1995,0,http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg
The Hunt for Red October,Tom Clancy,1990,0,http://images.amazon.com/images/P/0425120279.01.LZZZZZZZ.jpg
Turtle Moon,Alice Hoffman,1993,0,http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg
Silent Prey,John Sandford,2000,0,http://images.amazon.com/images/P/0425137562.01.LZZZZZZZ.jpg
Fatal Cure,Robin Cook,1997,0,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
The Body Farm,Patricia Daniels Cornwell,1995,0,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
Acceptable Risk,Robin Cook,1996,0,http://images.amazon.com/images/P/0425151867.01.LZZZZZZZ.jpg
Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),Tom Clancy,1996,0,http://images.amazon.com/images/P/0425151875.01.LZZZZZZZ.jpg
Invasion,Robin Cook,1997,0,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg
Sudden Prey,John Sandford,1997,0,http://images.amazon.com/images/P/0425157539.01.LZZZZZZZ.jpg
Executive Orders (Jack Ryan Novels),Tom Clancy,1997,0,http://images.amazon.com/images/P/0425158632.01.LZZZZZZZ.jpg
Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),Tom Clancy,1998,0,http://images.amazon.com/images/P/0425165566.01.LZZZZZZZ.jpg
Ssn,Tom Clancy,2000,0,http://images.amazon.com/images/P/0425173534.01.LZZZZZZZ.jpg
Bio-Strike (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,2000,0,http://images.amazon.com/images/P/0425177351.01.LZZZZZZZ.jpg
Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2001,0,http://images.amazon.com/images/P/0425180050.01.LZZZZZZZ.jpg
Reunion in Death,J. D. Robb,2002,0,http://images.amazon.com/images/P/0425183971.01.LZZZZZZZ.jpg
Purity in Death,J.D. Robb,2002,7,http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg
Changes,Danielle Steel,1984,0,http://images.amazon.com/images/P/0440111811.01.LZZZZZZZ.jpg
Family Album,Danielle Steel,1989,0,http://images.amazon.com/images/P/0440124344.01.LZZZZZZZ.jpg
King Rat,James Clavell,1993,0,http://images.amazon.com/images/P/0440145465.01.LZZZZZZZ.jpg
Once in a Lifetime,Danielle Steel,1983,0,http://images.amazon.com/images/P/0440166497.01.LZZZZZZZ.jpg
Palomino,DANIELLE STEEL,1985,0,http://images.amazon.com/images/P/0440167531.01.LZZZZZZZ.jpg
Tai-Pan,JAMES CLAVELL,1986,7,http://images.amazon.com/images/P/0440184622.01.LZZZZZZZ.jpg
Tapestry,Belva Plain,1989,0,http://images.amazon.com/images/P/044020271X.01.LZZZZZZZ.jpg
Daddy,DANIELLE STEEL,1990,7,http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg
The Firm,John Grisham,1992,0,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
A Wrinkle in Time,L'Engle Madelein,1996,0,http://images.amazon.com/images/P/0440220394.01.LZZZZZZZ.jpg
Five Days in Paris,DANIELLE STEEL,1997,0,http://images.amazon.com/images/P/0440222842.01.LZZZZZZZ.jpg
Silent Honor,Danielle Steel,1997,0,http://images.amazon.com/images/P/0440224055.01.LZZZZZZZ.jpg
The Return Journey,MAEVE BINCHY,1999,0,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg
Breach of Promise,Perri O'Shaughnessy,1999,0,http://images.amazon.com/images/P/044022473X.01.LZZZZZZZ.jpg
Special Delivery: A Novel,Danielle Steel,1998,0,http://images.amazon.com/images/P/0440224810.01.LZZZZZZZ.jpg
The Kiss,Danielle Steel,2002,0,http://images.amazon.com/images/P/044023669X.01.LZZZZZZZ.jpg
Tourist Season,Carl Hiaasen,1987,0,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg
Windmills of the Gods,Sidney Sheldon,1987,0,http://images.amazon.com/images/P/0446350109.01.LZZZZZZZ.jpg
"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,0,http://images.amazon.com/images/P/0446363251.01.LZZZZZZZ.jpg
French Silk,Sandra Brown,1993,0,http://images.amazon.com/images/P/0446364266.01.LZZZZZZZ.jpg
The General's Daughter,Nelson DeMille,1993,0,http://images.amazon.com/images/P/0446364800.01.LZZZZZZZ.jpg
The Witness,Sandra Brown,1995,0,http://images.amazon.com/images/P/0446516317.01.LZZZZZZZ.jpg
Slow Waltz in Cedar Bend,Robert James Waller,1994,0,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg
Iced,Carol Higgins Clark,1996,0,http://images.amazon.com/images/P/0446601985.01.LZZZZZZZ.jpg
Primary Colors: A Novel of Politics,Anonymous,1996,0,http://images.amazon.com/images/P/0446604275.01.LZZZZZZZ.jpg
Total Control,David Baldacci,1997,0,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg
Killing Time,Caleb Carr,2002,0,http://images.amazon.com/images/P/044661095X.01.LZZZZZZZ.jpg
Master of the Game,Sidney Sheldon,1983,0,http://images.amazon.com/images/P/0446802204.01.LZZZZZZZ.jpg
Blue Highways a Journey Into America,William Least Heat-Moon,1983,0,http://images.amazon.com/images/P/0449204324.01.LZZZZZZZ.jpg
Catering to Nobody,Diane Mott Davidson,1995,0,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
Native Tongue,Carl Hiaasen,1992,0,http://images.amazon.com/images/P/0449221180.01.LZZZZZZZ.jpg
Stand,Stephen King,1980,0,http://images.amazon.com/images/P/0451127897.01.LZZZZZZZ.jpg
Christine,Stephen King,1983,0,http://images.amazon.com/images/P/0451128370.01.LZZZZZZZ.jpg
"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,1991,0,http://images.amazon.com/images/P/0451147367.01.LZZZZZZZ.jpg
The Dead Zone,Stephen King,2004,0,http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg
The Tommyknockers,Stephen King,1994,0,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
Needful Things,Stephen King,2004,0,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg
Gerald's Game,Stephen King,2001,0,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
Mitigating Circumstances,Nancy Taylor Rosenberg,1993,0,http://images.amazon.com/images/P/0451176723.01.LZZZZZZZ.jpg
The Door to December,Dean R. Koontz,1994,0,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
A Case of Need,Michael Crichton,1994,0,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
Insomnia,Stephen King,1995,0,http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg
The Deep End of the Ocean,Jacquelyn Mitchard,1997,0,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
The Love Letter,Cathleen Schine,1996,0,http://images.amazon.com/images/P/0451188470.01.LZZZZZZZ.jpg
The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,0,http://images.amazon.com/images/P/0451190521.01.LZZZZZZZ.jpg
The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,0,http://images.amazon.com/images/P/0515087947.01.LZZZZZZZ.jpg
Compelling Evidence,Steven Paul Martini,1993,0,http://images.amazon.com/images/P/0515110396.01.LZZZZZZZ.jpg
The Dark Room,Minette Walters,1997,0,http://images.amazon.com/images/P/0515120456.01.LZZZZZZZ.jpg
The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,0,http://images.amazon.com/images/P/0515122408.01.LZZZZZZZ.jpg
The Reef,Nora Roberts,1999,0,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg
Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,0,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
River's End,Nora Roberts,2003,0,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
Tears of the Moon (Irish Trilogy),Nora Roberts,2000,0,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,8,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
My Side of the Mountain,Jean Craighead George,1988,0,http://images.amazon.com/images/P/0525443959.01.LZZZZZZZ.jpg
The Regulators,Richard Bachman,1996,0,http://images.amazon.com/images/P/0525941908.01.LZZZZZZZ.jpg
Couplehood,Paul Reiser,1994,0,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg
My Point - And I Do Have One,Ellen Degeneres,1995,0,http://images.amazon.com/images/P/0553099558.01.LZZZZZZZ.jpg
Siddhartha,Hermann Hesse,1981,0,http://images.amazon.com/images/P/0553208845.01.LZZZZZZZ.jpg
Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,0,http://images.amazon.com/images/P/0553213164.01.LZZZZZZZ.jpg
The Awakening,Kate Chopin,1985,0,http://images.amazon.com/images/P/055321330X.01.LZZZZZZZ.jpg
Hot Ice,NORA ROBERTS,2003,0,http://images.amazon.com/images/P/0553264613.01.LZZZZZZZ.jpg
Of Mice and Men,JOHN STEINBECK,1983,0,http://images.amazon.com/images/P/055327824X.01.LZZZZZZZ.jpg
The Bell Jar,Sylvia Plath,1983,0,http://images.amazon.com/images/P/0553278355.01.LZZZZZZZ.jpg
A Separate Peace,John Knowles,1985,0,http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg
F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,0,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,0,http://images.amazon.com/images/P/055329170X.01.LZZZZZZZ.jpg
Shadows,John Saul,1993,0,http://images.amazon.com/images/P/0553560271.01.LZZZZZZZ.jpg
The Cereal Murders,Diane Mott Davidson,1994,0,http://images.amazon.com/images/P/055356773X.01.LZZZZZZZ.jpg
Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,0,http://images.amazon.com/images/P/0553568701.01.LZZZZZZZ.jpg
After Dark,Phillip Margolin,1996,0,http://images.amazon.com/images/P/0553569082.01.LZZZZZZZ.jpg
The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,0,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg
Playing for the Ashes,ELIZABETH GEORGE,1995,0,http://images.amazon.com/images/P/0553572512.01.LZZZZZZZ.jpg
The Last Suppers,DIANE MOTT DAVIDSON,1995,0,http://images.amazon.com/images/P/055357258X.01.LZZZZZZZ.jpg
Follow the Stars Home,Luanne Rice,2001,0,http://images.amazon.com/images/P/0553581023.01.LZZZZZZZ.jpg
Summer Light,Luanne Rice,2002,0,http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg
True Blue,Luanne Rice,2002,0,http://images.amazon.com/images/P/0553583980.01.LZZZZZZZ.jpg
Stuart Little,E.B. White,0,0,http://images.amazon.com/images/P/0590406205.01.LZZZZZZZ.jpg
White Fang,Jack London,1989,0,http://images.amazon.com/images/P/0590425919.01.LZZZZZZZ.jpg
"Monster Blood (Goosebumps, No 3)",R. L. Stine,1995,0,http://images.amazon.com/images/P/059045367X.01.LZZZZZZZ.jpg
Lake Wobegon Days,Garrison Keillor,1985,0,http://images.amazon.com/images/P/0670805149.01.LZZZZZZZ.jpg
The First Wives Club Movie Tie In,Olivia Goldsmith,1996,0,http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg
My Gal Sunday,Mary Higgins Clark,2003,0,http://images.amazon.com/images/P/0671014919.01.LZZZZZZZ.jpg
Hearts In Atlantis,Stephen King,2000,0,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,0,http://images.amazon.com/images/P/0671443283.01.LZZZZZZZ.jpg
Night Whispers,Judith McNaught,1999,0,http://images.amazon.com/images/P/0671525743.01.LZZZZZZZ.jpg
Melody (Logan),V.C. Andrews,1996,0,http://images.amazon.com/images/P/0671534718.01.LZZZZZZZ.jpg
Unfinished Symphony (Logan),V.C. Andrews,1997,0,http://images.amazon.com/images/P/0671534734.01.LZZZZZZZ.jpg
The Color Purple,Alice Walker,1985,0,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
GARDEN OF SHADOWS (Dollanger Saga (Paperback)),Ariel Jennifer Jones,1987,0,http://images.amazon.com/images/P/067164257X.01.LZZZZZZZ.jpg
Dawn (Cutler),V.C. Andrews,1990,0,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
Wild Swans: Three Daughters of China,Jung Chang,1991,0,http://images.amazon.com/images/P/0671685465.01.LZZZZZZZ.jpg
Twilight's Child (Cutler),V.C. Andrews,1992,0,http://images.amazon.com/images/P/0671695142.01.LZZZZZZZ.jpg
"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,0,http://images.amazon.com/images/P/0671695304.01.LZZZZZZZ.jpg
Desert Solitaire,Edward Abbey,1990,0,http://images.amazon.com/images/P/0671695886.01.LZZZZZZZ.jpg
Hamlet,William Shakespeare,1992,0,http://images.amazon.com/images/P/067172262X.01.LZZZZZZZ.jpg
Castles,Julie Garwood,1993,0,http://images.amazon.com/images/P/0671744208.01.LZZZZZZZ.jpg
"Loves Music, Loves to Dance",Mary Higgins Clark,1992,0,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
Perfect,Judith McNaught,1994,0,http://images.amazon.com/images/P/0671795538.01.LZZZZZZZ.jpg
Moonlight Becomes You,Mary Higgins Clark,1997,0,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg
For the Roses,Julie Garwood,1996,0,http://images.amazon.com/images/P/067187098X.01.LZZZZZZZ.jpg
Hidden Jewel (Landry),V.C. Andrews,1995,0,http://images.amazon.com/images/P/0671873202.01.LZZZZZZZ.jpg
The Children of Men,P. D. James,1993,0,http://images.amazon.com/images/P/0679418733.01.LZZZZZZZ.jpg
The Stranger,ALBERT CAMUS,1989,0,http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg
The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,1979,0,http://images.amazon.com/images/P/068416325X.01.LZZZZZZZ.jpg
If Tomorrow Comes,Sidney Sheldon,1985,0,http://images.amazon.com/images/P/0688042171.01.LZZZZZZZ.jpg
In a Sunburned Country,Bill Bryson,2000,0,http://images.amazon.com/images/P/0767903854.01.LZZZZZZZ.jpg
Reasonable Doubt,Philip Friedman,1997,0,http://images.amazon.com/images/P/0804107491.01.LZZZZZZZ.jpg
Reliquary,Douglas Preston,1998,0,http://images.amazon.com/images/P/0812542835.01.LZZZZZZZ.jpg
What Dreams May Come : A Novel,Richard Matheson,1998,0,http://images.amazon.com/images/P/0812570944.01.LZZZZZZZ.jpg
Dangerous,Becky Barker,1997,0,http://images.amazon.com/images/P/0821759744.01.LZZZZZZZ.jpg
"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,0,http://images.amazon.com/images/P/0842329277.01.LZZZZZZZ.jpg
This Present Darkness,Frank E. Peretti,1986,0,http://images.amazon.com/images/P/0891073906.01.LZZZZZZZ.jpg
Piercing the Darkness,Frank E. Peretti,1989,0,http://images.amazon.com/images/P/0891075275.01.LZZZZZZZ.jpg
Dangerous to Know,Margaret Yorke,1994,0,http://images.amazon.com/images/P/0892965002.01.LZZZZZZZ.jpg
The Celestine Prophecy,James Redfield,1993,0,http://images.amazon.com/images/P/0944353002.01.LZZZZZZZ.jpg
Doing Good,Pamela Morsi,2002,0,http://images.amazon.com/images/P/155166884X.01.LZZZZZZZ.jpg
Call of the Wild,Jack London,0,0,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991,0,http://images.amazon.com/images/P/0884046818.01.LZZZZZZZ.jpg
In Her Shoes : A Novel,Jennifer Weiner,2002,6,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg
Suzanne's Diary for Nicholas,James Patterson,2002,6,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg
Angelas Ashes,Frank Mccourt,0,0,http://images.amazon.com/images/P/0002558122.01.LZZZZZZZ.jpg
The Next Accident,LISA GARDNER,2002,10,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
An Instance of the Fingerpost,Iain Pears,1999,5,http://images.amazon.com/images/P/0425167720.01.LZZZZZZZ.jpg
The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,0,http://images.amazon.com/images/P/1576737330.01.LZZZZZZZ.jpg
Roses Are Red,James Patterson,2000,8,http://images.amazon.com/images/P/0316693251.01.LZZZZZZZ.jpg
The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,7,http://images.amazon.com/images/P/0312955006.01.LZZZZZZZ.jpg
L.A. Requiem,ROBERT CRAIS,2000,0,http://images.amazon.com/images/P/0345434471.01.LZZZZZZZ.jpg
Cuba Libre,Elmore Leonard,1999,7,http://images.amazon.com/images/P/0440225590.01.LZZZZZZZ.jpg
Free Fall,Robert Crais,1996,7,http://images.amazon.com/images/P/0553565095.01.LZZZZZZZ.jpg
Back When We Were Grownups: A Novel,ANNE TYLER,2001,0,http://images.amazon.com/images/P/0375412530.01.LZZZZZZZ.jpg
2061: Odyssey Three,Arthur C. Clarke,1988,0,http://images.amazon.com/images/P/0345351738.01.LZZZZZZZ.jpg
Moment of Truth,Lisa Scottoline,2001,0,http://images.amazon.com/images/P/0061030597.01.LZZZZZZZ.jpg
Empire Falls,Richard Russo,2002,0,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
Easy Prey,John Sandford,2001,8,http://images.amazon.com/images/P/0425178765.01.LZZZZZZZ.jpg
Chosen Prey,John Sandford,2004,9,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
Talk Before Sleep: A Novel,Elizabeth Berg,1995,0,http://images.amazon.com/images/P/0440221099.01.LZZZZZZZ.jpg
The Glass Lake,Maeve Binchy,1996,7,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
The Burden of Proof,Scott Turow,1991,0,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
"\O\"" Is for Outlaw""",SUE GRAFTON,2001,9,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,8,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg
Anne's House of Dreams,L.M. MONTGOMERY,1983,6,http://images.amazon.com/images/P/0553213180.01.LZZZZZZZ.jpg
The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,0,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg
Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,0,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,10,http://images.amazon.com/images/P/1931561648.01.LZZZZZZZ.jpg
Plum Island,Nelson DeMille,1998,0,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
Babyhood,Paul Reiser,1997,0,http://images.amazon.com/images/P/0688149790.01.LZZZZZZZ.jpg
The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,0,http://images.amazon.com/images/P/0515087122.01.LZZZZZZZ.jpg
Final Target,Iris Johansen,2002,0,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg
The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,0,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
And Then There Were None,Agatha Christie,1995,6,http://images.amazon.com/images/P/0425129586.01.LZZZZZZZ.jpg
"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2001,7,http://images.amazon.com/images/P/044041833X.01.LZZZZZZZ.jpg
Northern Lights (His Dark Materials S.),Philip Pullman,1998,5,http://images.amazon.com/images/P/0590660543.01.LZZZZZZZ.jpg
My Point...And I Do Have One,ELLEN DEGENERES,1996,9,http://images.amazon.com/images/P/0553573616.01.LZZZZZZZ.jpg
The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,8,http://images.amazon.com/images/P/0140292683.01.LZZZZZZZ.jpg
Sisterhood of the Traveling Pants,ANN BRASHARES,2003,9,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg
A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,0,http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg
High Five (A Stephanie Plum Novel),Janet Evanovich,2000,0,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,0,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,7,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg
Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,3,http://images.amazon.com/images/P/0312983298.01.LZZZZZZZ.jpg
One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,5,http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg
The Mists of Avalon,MARION ZIMMER BRADLEY,1987,10,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg
Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,8,http://images.amazon.com/images/P/0425191583.01.LZZZZZZZ.jpg
Black Hawk Down (Movie Tie-in),Mark Bowden,2002,0,http://images.amazon.com/images/P/0451205146.01.LZZZZZZZ.jpg
Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,1992,0,http://images.amazon.com/images/P/048627263X.01.LZZZZZZZ.jpg
